"passportArea","weight","firstName","middleName","lastName","currentTeamId","birthDate","height","role","birthArea","wyId","foot","shortName","currentNationalTeamId","birthYear","birthMonth"
"Greece",82,"Vassilis",NA,"Torosidis",3166,"1985-06-10",186,"Defender","Greece",92908,"right","V. Torosidis",12678,1985,6
"Iran",86,"Amir",NA,"Abedzadeh",9612,"1993-04-26",186,"Goalkeeper","Iran",60144,"right","A. Abedzadeh",10840,1993,4
"Spain",70,"Kevin",NA,"Mirallas",12509,"1987-10-05",182,"Midfielder","Belgium",92922,"right","K. Mirallas",NA,1987,10
"France",76,"Ga\u00ebtan",NA,"Bussmann",2453,"1991-02-02",184,"Defender","France",27393,"left","G. Bussmann",NA,1991,2
"Croatia",84,"Anto",NA,"Grgic",6421,"1996-11-28",188,"Midfielder","Switzerland",256776,"right","A. Grgic",6704,1996,11
"Greece",83,"Konstantinos",NA,"Manolas",3158,"1991-06-14",189,"Defender","Greece",92966,"right","K. Manolas",12678,1991,6
"Portugal",70,"Vitorino Gabriel ",NA,"Pacheco Antunes",698,"1987-04-01",176,"Defender","Portugal",93000,"left","Antunes",NA,1987,4
"Greece",83,"Dimitrios",NA,"Siovas",712,"1988-09-16",192,"Defender","Greece",93003,"left","D. Siovas",NA,1988,9
"Chile",83,"Guillermo Alfonso",NA,"Marip\u00e1n Loaysa",696,"1994-05-06",193,"Defender","Chile",224080,"right","G. Marip\u00e1n",NA,1994,5
"Uruguay",73,"Victorio Maximiliano",NA,"Pereira P\u00e1ez",9606,"1984-06-08",173,"Defender","Uruguay",70116,"right","Maxi Pereira",15670,1984,6
"Greece",82,"Yuri",NA,"Lodygin",13885,"1990-05-26",187,"Goalkeeper","Russia",93028,"right","Y. Lodygin",NA,1990,5
"France",77,"St\u00e9phane",NA,"Darbion",3795,"1984-03-22",183,"Midfielder","France",93044,"left","S. Darbion",NA,1984,3
"Spain",77,"Rodrigo",NA,"Moreno Machado",674,"1991-03-06",182,"Forward","Brazil",70129,"left","Rodrigo",1598,1991,3
"Guinea",64,"Naby Deco",NA,"Ke\u00efta",2975,"1995-02-10",172,"Midfielder","Guinea",289711,"right","N. Ke\u00efta",NA,1995,2
"Argentina",60,"Pablo Ezequiel",NA,"De Blasis",2460,"1988-02-04",165,"Forward","Argentina",86517,"right","P. De Blasis",NA,1988,2
"France",71,"Angelo",NA,"Fulgini",3799,"1996-08-20",183,"Midfielder","Ivoire""",256992,"right","A. Fulgini",4425,1996,8
"Italy",70,"Davide",NA,"Calabria",3157,"1996-12-06",176,"Defender","Italy",257028,"right","D. Calabria",3763,1996,12
"Italy",85,"Kevin",NA,"Bonifazi",3185,"1996-05-19",187,"Defender","Italy",289827,"right","K. Bonifazi",NA,1996,5
"Albania",79,"Andi",NA,"Lila",12537,"1986-02-12",186,"Midfielder","Albania",93339,"right","A. Lila",8731,1986,2
"Jamaica",75,"Leon",NA,"Bailey Butler",2446,"1997-08-09",180,"Forward","Jamaica",388267,"left","L. Bailey",NA,1997,8
"Spain",78,"Mikel",NA,"Oyarzabal Ugarte",687,"1997-04-21",181,"Midfielder","Spain",355599,"left","Mikel Oyarzabal",1604,1997,4
"Italy",81,"Giuseppe",NA,"Pezzella",3163,"1997-11-29",185,"Defender","Italy",388398,"left","G. Pezzella",3763,1997,11
"Germany",78,"Marlon",NA,"Frey",NA,"1996-03-24",180,"Midfielder","Germany",257337,"right","M. Frey",NA,1996,3
"Germany",70,"Joshua",NA,"Kimmich",2444,"1995-02-08",176,"Defender","Germany",224593,"right","J. Kimmich",3148,1995,2
"Germany",80,"Jannik",NA,"Huth",29,"1994-04-15",184,"Goalkeeper","Germany",224622,"right","J. Huth",NA,1994,4
"Italy",80,"Mattia",NA,"Caldara",3172,"1994-05-05",187,"Defender","Italy",288663,"right","M. Caldara",3757,1994,5
"Germany",72,"Julian",NA,"Weigl",2447,"1995-09-08",186,"Midfielder","Germany",224677,"right","J. Weigl",NA,1995,9
"Germany",73,"Marius",NA,"Wolf",2462,"1995-05-27",187,"Midfielder","Germany",224680,"right","M. Wolf",NA,1995,5
"Germany",79,"Michael",NA,"Zetterer",2443,"1995-07-12",187,"Goalkeeper","Germany",224709,"right","M. Zetterer",NA,1995,7
"Germany",77,"Gerrit",NA,"Holtmann",2460,"1995-03-25",183,"Midfielder","Germany",224896,"left","G. Holtmann",NA,1995,3
"Germany",73,"Raphael",NA,"Framberger",2481,"1995-09-06",179,"Defender","Germany",224965,"right","R. Framberger",NA,1995,9
"Germany",68,"Erik",NA,"Thommy",2445,"1994-08-20",174,"Midfielder","Germany",224971,"right","E. Thommy",NA,1994,8
"Colombia",67,"Marlos",NA,"Moreno Dur\u00e1n",5654,"1996-09-20",173,"Forward","Colombia",257752,"right","M. Moreno",NA,1996,9
"Spain",66,"Julio",NA,"Gracia Gallardo",684,"1998-02-10",170,"Midfielder","Spain",388832,"right","Julio Gracia",NA,1998,2
"Spain",75,"Rub\u00e9n",NA,"Duarte S\u00e1nchez",696,"1995-10-18",180,"Defender","Spain",225022,"left","Rub\u00e9n Duarte",NA,1995,10
"Russia",69,"Aleksandr",NA,"Golovin",19830,"1996-05-30",180,"Midfielder","Russia",257800,"right","A. Golovin",14358,1996,5
"Italy",72,"Enrico",NA,"Brignola",3219,"1999-07-08",180,"Forward","Italy",454457,"left","E. Brignola",3761,1999,7
"Spain",70,"Jos\u00e9 Luis",NA,"Morales Nogales",695,"1987-07-23",180,"Midfielder","Spain",225089,"right","Jos\u00e9 Luis Morales",NA,1987,7
"Italy",69,"Giovani",NA,"Lo Celso",3767,"1996-04-09",177,"Midfielder","Argentina",356237,"left","G. Lo Celso",12274,1996,4
"Serbia",82,"Nikola",NA,"Maksimovi\u0107",13888,"1991-11-25",193,"Defender","Serbia",127524,"right","N. Maksimovi\u0107",NA,1991,11
"England",76,"Trent",NA,"Sainsbury",11,"1992-01-05",183,"Defender","Australia",61395,"right","T. Sainsbury",8493,1992,1
"Spain",75,"Diego",NA,"Hern\u00e1ndez Barriuso ",698,"1995-09-19",188,"Midfielder","Spain",520163,"right","Barri",NA,1995,9
"Portugal",76,"R\u00faben ",NA,"Santos Gato Alves Dias",9607,"1997-05-14",187,"Defender","Portugal",258154,"right","R\u00faben Dias",9905,1997,5
"Germany",83,"Lukas",NA,"Klostermann",2975,"1996-06-03",189,"Defender","Germany",258252,"right","L. Klostermann",3155,1996,6
"Ghana",77,"Benjamin",NA,"Henrichs",2446,"1997-02-23",183,"Defender","Germany",258253,"right","B. Henrichs",NA,1997,2
"Germany",75,"Gian-Luca",NA,"Waldschmidt",2450,"1996-05-19",181,"Forward","Germany",258254,"left","L. Waldschmidt",3155,1996,5
"Turkey",67,"Aziz Eraltay",NA,"Behich",4502,"1990-12-16",170,"Defender","Australia",61651,"left","A. Behich",8493,1990,12
"Serbia",80,"Vuka\u0161in",NA,"Jovanovi\u0107",701,"1996-05-17",188,"Defender","Serbia",258263,"right","V. Jovanovi\u0107",17324,1996,5
"Serbia",79,"Luka",NA,"Jovi\u0107",2462,"1997-12-23",181,"Forward","Bosnia-Herzegovina",258264,"right","L. Jovi\u0107",17322,1997,12
"Portugal",71,"Rapha\u00ebl Adelino Jos\u00e9",NA,"Guerreiro",2447,"1993-12-22",170,"Defender","France",28907,"left","Rapha\u00ebl Guerreiro",9905,1993,12
"France",58,"Thomas",NA,"Lemar",679,"1995-11-12",170,"Midfielder","Guadeloupe",28922,"left","T. Lemar",4418,1995,11
"Portugal",74,"Jo\u00e3o Pedro",NA,"Cavaco Cancelo",3161,"1994-05-27",182,"Defender","Portugal",135903,"right","Jo\u00e3o Cancelo",NA,1994,5
"Spain",69,"Jonathan Mat\u00edas",NA,"Urretavizcaya da Luz",15444,"1990-03-19",174,"Midfielder","Uruguay",70379,"right","J. Urretavizcaya",15670,1990,3
"Portugal",70,"Andr\u00e9 Miguel",NA,"Valente Silva",680,"1995-11-06",182,"Forward","Portugal",135927,"right","Andr\u00e9 Silva",9905,1995,11
"Germany",74,"Felix",NA,"Passlack",2482,"1998-05-29",170,"Midfielder","Germany",356906,"right","F. Passlack",3156,1998,5
"Japan",72,"Yoshinori",NA,"Muto",1613,"1992-07-15",179,"Forward","Japan",94764,"right","Y. Muto",12913,1992,7
"Serbia",74,"Darko",NA,"Lazovi\u0107",3193,"1990-09-15",181,"Midfielder","Serbia",127534,"right","D. Lazovi\u0107",NA,1990,9
"Germany",63,"Tim-Henry",NA,"Handwerker",2463,"1998-05-19",177,"Defender","Germany",356928,"left","T. Handwerker",NA,1998,5
"Serbia",73,"Milan",NA,"Rodi\u0107",17090,"1991-04-02",185,"Defender","Bosnia-Herzegovina",127560,"left","M. Rodi\u0107",17322,1991,4
"Japan",62,"Gaku",NA,"Shibasaki",698,"1992-05-25",175,"Midfielder","Japan",94828,"right","G. Shibasaki",12913,1992,5
"Japan",71,"Y\u016bya",NA,"\u014csako",2443,"1990-05-18",182,"Forward","Japan",94831,"right","Y. \u014csako",12913,1990,5
"Paraguay",70,"Arnaldo Antonio",NA,"Sanabria Ayala",684,"1996-04-04",180,"Forward","Paraguay",225946,"right","A. Sanabria",15516,1996,4
"Spain",65,"Rub\u00e9n",NA,"Pe\u00f1a Jim\u00e9nez",701,"1991-07-18",170,"Midfielder","Spain",225948,"right","Rub\u00e9n Pe\u00f1a",NA,1991,7
"Serbia",79,"Milo\u0161",NA,"Joji\u0107",2463,"1992-03-19",177,"Midfielder","Serbia",127685,"right","M. Joji\u0107",NA,1992,3
"Spain",75,"Diego Javier",NA,"Llorente R\u00edos",687,"1993-08-16",186,"Defender","Spain",225996,"right","Diego Llorente",NA,1993,8
"Spain",75,"Jorge",NA,"Franco Alviz",696,"1993-10-29",184,"Midfielder","Spain",226005,"right","Burgui",NA,1993,10
"Slovakia",84,"Juraj",NA,"Kucka",4488,"1987-02-26",186,"Midfielder","Slovakia",21285,"right","J. Kucka",14496,1987,2
"Serbia",82,"Filip",NA,"Kosti\u0107",2450,"1992-11-01",184,"Midfielder","Serbia",127796,"left","F. Kosti\u0107",17322,1992,11
"Italy",67,"Manuel",NA,"Lazzari",3204,"1993-11-29",174,"Midfielder","Italy",226200,"right","M. Lazzari",NA,1993,11
"Serbia",72,"Darko",NA,"Bra\u0161anac",712,"1992-02-12",178,"Midfielder","Serbia",127928,"right","D. Bra\u0161anac",NA,1992,2
"Morocco",82,"Khalid",NA,"Bouta\u00efb",4622,"1987-04-24",189,"Forward","France",29625,"right","K. Bouta\u00efb",16216,1987,4
"Italy",91,"Gabriel Mart\u00edn",NA,"Pe\u00f1alba",714,"1984-09-23",194,"Midfielder","Argentina",29642,"right","G. Pe\u00f1alba",NA,1984,9
"Belgium",78,"Dennis",NA,"Praet",3164,"1994-05-14",181,"Midfielder","Belgium",37739,"right","D. Praet",NA,1994,5
"Italy",75,"Federico",NA,"Di Francesco",3166,"1994-06-14",178,"Forward","Italy",259292,"right","F. Di Francesco",NA,1994,6
"Italy",74,"Davide",NA,"Frattesi",3315,"1999-09-22",178,"Midfielder","Italy",423151,"right","D. Frattesi",3761,1999,9
"Spain",0,"Alejandro Guti\u00e9rrez",NA,"Mozo",NA,"1995-04-22",0,"Midfielder","Spain",488750,"unknown","Mozo",NA,1995,4
"United States",73,"Shaquell",NA,"Moore",695,"1996-11-02",179,"Defender","United States",259524,"right","S. Moore",NA,1996,11
"Italy",76,"Luca",NA,"Mazzitelli",3315,"1995-11-15",184,"Midfielder","Italy",292310,"right","L. Mazzitelli",NA,1995,11
"Serbia",82,"Uro\u0161",NA,"Spaji\u0107",14072,"1993-02-13",188,"Defender","Serbia",128523,"right","U. Spaji\u0107",17322,1993,2
"Iran",79,"Milad",NA,"Mohammadi",13898,"1993-09-29",178,"Defender","Iran",333803,"left","M. Mohammadi",10840,1993,9
"Portugal",65,"Gelson Dany",NA,"Batalha Martins",679,"1995-05-11",173,"Forward","Cape Verde Islands",227059,"right","Gelson Martins",9905,1995,5
"Ghana",80,"Kwasi Okyere",NA,"Wriedt",2444,"1994-07-10",188,"Forward","Germany",223546,"left","O. Wriedt",NA,1994,7
"Venezuela",83,"Adalberto",NA,"Pe\u00f1aranda Maestre",683,"1997-05-31",185,"Forward","Venezuela",259946,"right","A. Pe\u00f1aranda",15762,1997,5
"Spain",78,"Erik Alexander",NA,"Exp\u00f3sito Hern\u00e1ndez",714,"1996-06-23",184,"Forward","Spain",489417,"left","Erik Exp\u00f3sito",NA,1996,6
"Spain",69,"Mart\u00edn",NA,"Aguirregabiria Padilla",696,"1996-05-10",178,"Defender","Spain",489488,"right","Mart\u00edn",NA,1996,5
"Spain",70,"Carlos",NA,"Mart\u00edn Vigaray",696,"1994-09-07",182,"Defender","Spain",250899,"right","Carlos Vigaray",NA,1994,9
"Uruguay",85,"Mauricio",NA,"Lemos Merladet",3315,"1995-12-28",186,"Defender","Uruguay",292991,"right","M. Lemos",NA,1995,12
"Brazil",83,"Wallace",NA,"Fortuna dos Santos",3162,"1994-10-14",191,"Defender","Brazil",260250,"right","Wallace",6385,1994,10
"Morocco",75,"Aymen",NA,"Barkok",2462,"1998-05-21",188,"Midfielder","Germany",391387,"right","A. Barkok",3156,1998,5
"Austria",78,"Marco",NA,"Friedl",2443,"1998-03-16",184,"Defender","Austria",391441,"left","M. Friedl",9116,1998,3
"Germany",69,"Killian",NA,"Jakob",2481,"1998-01-25",180,"Defender","Germany",391449,"left","K. Jakob",NA,1998,1
"Serbia",91,"Nikola",NA,"Milenkovi\u0107",3176,"1997-10-12",195,"Defender","Serbia",424241,"right","N. Milenkovi\u0107",17322,1997,10
"Croatia",69,"Christian",NA,"Pulisic",2447,"1998-09-18",172,"Midfielder","United States",391530,"right","C. Pulisic",8134,1998,9
"Germany",0,"Florian",NA,"Mayer",2454,"1998-03-04",190,"Defender","Germany",391551,"right","F. Mayer",NA,1998,3
"Japan",59,"Tatsuya",NA,"Ito",2450,"1997-06-26",163,"Midfielder","Japan",391606,"right","T. Ito",12920,1997,6
"Germany",80,"Paul",NA,"Jaeckel",2451,"1998-07-22",189,"Defender","Germany",391643,"right","P. Jaeckel",NA,1998,7
"Spain",77,"Jos\u00e9 Mar\u00eda",NA,"Gim\u00e9nez de Vargas",679,"1995-01-20",185,"Defender","Uruguay",227894,"right","J. Gim\u00e9nez",15670,1995,1
"Albania",80,"Sokol",NA,"Cikalleshi",4507,"1990-07-27",185,"Forward","Albania",64067,"right","S. Cikalleshi",NA,1990,7
"Albania",78,"Bekim",NA,"Balaj",13898,"1991-01-11",188,"Forward","Albania",64078,"right","B. Balaj",NA,1991,1
"Nigeria",70,"Oghenekaro",NA,"Etebo",1639,"1995-11-09",176,"Forward","Nigeria",424624,"right","O. Etebo",16823,1995,11
"Turkey",81,"Burak",NA,"Y\u0131lmaz",4488,"1985-07-15",188,"Forward","Turkey",32572,"right","B. Y\u0131lmaz",NA,1985,7
"Spain",70,"Daniel",NA,"Ceballos Fern\u00e1ndez",675,"1996-08-07",179,"Midfielder","Spain",326523,"right","Dani Ceballos",1604,1996,8
"Spain",64,"Antonio",NA,"Latorre Grueso",674,"1997-11-21",171,"Defender","Spain",326535,"left","Toni Lato",1604,1997,11
"Spain",69,"Ignacio",NA,"Gil de Pareja Vicent",714,"1995-09-09",170,"Forward","Spain",293862,"right","Nacho Gil",NA,1995,9
"Kosovo",75,"Adnan",NA,"Januzaj",687,"1995-02-05",182,"Midfielder","Belgium",261127,"left","A. Januzaj",5629,1995,2
"Cape Verde Islands",75,"Manuel Henrique",NA,"Tavares Fernandes",13887,"1986-02-05",176,"Midfielder","Portugal",32599,"right","Manuel Fernandes",9905,1986,2
"Netherlands",76,"Reza",NA,"Ghoochannejhad Nournia",10689,"1987-09-20",180,"Forward","Iran",38064,"left","R. Ghoochannejhad",10840,1987,9
"Egypt",71,"Omar",NA,"Gaber",27533,"1992-01-30",174,"Defender","Egypt",119987,"right","Omar Gaber",16129,1992,1
"Italy",84,"Aniello",NA,"Viscovo",3197,"1999-06-21",190,"Goalkeeper","Italy",392395,"right","A. Viscovo",NA,1999,6
"Germany",82,"Sven ",NA,"M\u00fcller",2463,"1996-02-16",190,"Goalkeeper","Germany",228624,"right","S. M\u00fcller",NA,1996,2
"Sudan",81,"Taleb",NA,"Tawatha",2462,"1992-06-21",176,"Defender","Israel",97555,"left","T. Tawatha",NA,1992,6
"Germany",81,"Yannick",NA,"Gerhardt",2451,"1994-03-13",184,"Defender","Germany",228639,"left","Y. Gerhardt",NA,1994,3
"Italy",90,"Sebastien",NA,"De Maio",3166,"1987-03-05",190,"Defender","France",20707,"right","S. De Maio",NA,1987,3
"Brazil",75,"Walace",NA,"Souza Silva",2450,"1995-04-04",188,"Midfielder","Brazil",327009,"right","Walace",NA,1995,4
"Germany",82,"Tim",NA,"Kleindienst",2453,"1995-08-31",194,"Forward","Germany",228765,"right","T. Kleindienst",NA,1995,8
"Ivoire""",95,"Jonathan",NA,"Tah",2446,"1996-02-11",194,"Defender","Germany",228768,"right","J. Tah",NA,1996,2
"Germany",87,"Moritz",NA,"Nicolas",2454,"1997-10-21",193,"Goalkeeper","Germany",327077,"right","M. Nicolas",NA,1997,10
"Spain",75,"Alfonso",NA,"Pedraza Sag",696,"1996-04-09",182,"Midfielder","Spain",359847,"left","Alfonso Pedraza",1604,1996,4
"Austria",80,"Heinz",NA,"Lindner",6411,"1990-07-17",187,"Goalkeeper","Austria",64959,"right","H. Lindner",9109,1990,7
"Austria",72,"Florian",NA,"Klein",8736,"1986-11-17",182,"Defender","Austria",64972,"right","F. Klein",NA,1986,11
"Slovakia",100,"J\u00e1n",NA,"Novota",NA,"1983-11-29",199,"Goalkeeper","Slovakia",64985,"right","J. Novota",NA,1983,11
"Austria",80,"Guido",NA,"Burgstaller",2449,"1989-04-29",187,"Forward","Austria",64995,"right","G. Burgstaller",9109,1989,4
"Austria",86,"Stefan",NA,"Ilsanker",2975,"1989-05-18",189,"Midfielder","Austria",65027,"right","S. Ilsanker",NA,1989,5
"Austria",71,"Florian",NA,"Kainz",2443,"1992-10-24",176,"Midfielder","Austria",65055,"right","F. Kainz",9109,1992,10
"Italy",70,"Jonathan",NA,"Calleri",714,"1993-09-23",173,"Forward","Argentina",228902,"right","J. Calleri",NA,1993,9
"Austria",83,"Martin",NA,"Hinteregger",2481,"1992-09-07",184,"Defender","Austria",65075,"left","M. Hinteregger",NA,1992,9
"Austria",70,"Jakob",NA,"Jantscher",8742,"1989-01-08",181,"Midfielder","Austria",65084,"right","J. Jantscher",NA,1989,1
"Montenegro",76,"Adam",NA,"Maru\u0161i\u0107",3162,"1992-10-17",185,"Midfielder","Serbia",228928,"right","A. Maru\u0161i\u0107",17371,1992,10
"Slovakia",63,"Du\u0161an",NA,"\u0160vento",NA,"1985-08-01",178,"Defender","Slovakia",65090,"left","D. \u0160vento",NA,1985,8
"Ivoire""",83,"Jean-Philippe",NA,"Gbamin",2460,"1995-09-25",186,"Midfielder","Ivoire""",228980,"right","J. Gbamin",NA,1995,9
"Austria",87,"Michael",NA,"Gregoritsch",2481,"1994-04-18",193,"Forward","Austria",65180,"left","M. Gregoritsch",9109,1994,4
"Croatia",89,"Robert",NA,"Zulj",2482,"1992-02-05",189,"Midfielder","Austria",65207,"right","R. Zulj",NA,1992,2
"Turkey",72,"Caner",NA,"Erkin",4489,"1988-10-04",181,"Defender","Turkey",32523,"left","C. Erkin",NA,1988,10
"Turkey",75,"G\u00f6khan",NA,"G\u00f6n\u00fcl",4489,"1985-01-04",175,"Defender","Turkey",32524,"right","G. G\u00f6n\u00fcl",NA,1985,1
"Senegal",75,"Moussa",NA,"Sow",16925,"1986-01-19",180,"Forward","France",32544,"right","M. Sow",19314,1986,1
"Turkey",74,"Onur Recep",NA,"K\u0131vrak",4488,"1988-01-01",187,"Goalkeeper","Turkey",32547,"right","O. K\u0131vrak",NA,1988,1
"Turkey",68,"Volkan",NA,"\u015een",NA,"1987-07-07",175,"Midfielder","Turkey",32566,"right","V. \u015een",NA,1987,7
"Turkey",84,"Cenk",NA,"G\u00f6nen",NA,"1988-02-21",190,"Goalkeeper","Turkey",32574,"right","C. G\u00f6nen",NA,1988,2
"Portugal",83,"Sidnei Rechel",NA,"da Silva J\u00fanior",677,"1989-06-23",185,"Defender","Brazil",32577,"right","Sidnei",NA,1989,6
"Turkey",75,"\u0130smail",NA,"K\u00f6yba\u015f\u0131",4487,"1989-07-10",178,"Defender","Turkey",32580,"left","\u0130. K\u00f6yba\u015f\u0131",4687,1989,7
"Portugal",67,"Ricardo",NA,"Andrade Quaresma Bernardo",4489,"1983-09-26",175,"Forward","Portugal",32597,"right","Ricardo Quaresma",9905,1983,9
"Germany",78,"Jann-Fiete",NA,"Arp",2450,"2000-01-06",184,"Forward","Germany",491365,"right","J. Arp",NA,2000,1
"Italy",84,"N\u00e9stor Fernando",NA,"Muslera Micol",4492,"1986-06-16",190,"Goalkeeper","Uruguay",32641,"right","F. Muslera",15670,1986,6
"Turkey",80,"Hakan Kadir",NA,"Balta",NA,"1983-03-23",184,"Defender","Germany",32642,"left","H. Balta",NA,1983,3
"Turkey",65,"Emre",NA,"\u00c7olak",677,"1991-05-20",169,"Midfielder","Turkey",32652,"left","E. \u00c7olak",NA,1991,5
"Turkey",74,"Sel\u00e7uk",NA,"\u0130nan",4492,"1985-02-10",182,"Midfielder","Turkey",32656,"right","S. \u0130nan",4687,1985,2
"Gambia",77,"Musa",NA,"Barrow",3172,"1998-11-14",183,"Forward","Gambia",491409,"right","M. Barrow",18728,1998,11
"Russia",74,"Aleksey",NA,"Miranchuk",13887,"1995-10-17",182,"Midfielder","Russia",262048,"left","Al. Miranchuk",14358,1995,10
"Germany",75,"Florian",NA,"Baak",2457,"1999-03-18",185,"Defender","Germany",425921,"right","F. Baak",NA,1999,3
"Germany",72,"Gian-Luca",NA,"Itter",2451,"1999-01-05",184,"Defender","Germany",425923,"left","G. Itter",NA,1999,1
"Germany",77,"Kai",NA,"Havertz",2446,"1999-06-11",186,"Midfielder","Germany",425925,"left","K. Havertz",NA,1999,6
"Germany",79,"Arne",NA,"Maier",2457,"1999-01-08",183,"Midfielder","Germany",425926,"right","A. Maier",NA,1999,1
"Sweden",83,"Gustav",NA,"Svensson",8067,"1987-02-07",184,"Midfielder","Sweden",32798,"right","G. Svensson",7047,1987,2
"Tunisia",76,"Dylan",NA,"Bronn",5067,"1995-06-19",185,"Defender","France",295747,"right","D. Bronn",16276,1995,6
"Iran",73,"Mohammad Reza",NA,"Khanzadeh",16442,"1991-05-11",180,"Defender","Iran",79658,"right","M. Khanzadeh",10840,1991,5
"Hungary",80,"Rich\u00e1rd",NA,"Guzmics",9141,"1987-04-16",190,"Defender","Hungary",75209,"right","R. Guzmics",10451,1987,4
"Panama",77,"Valentin Enrique",NA,"Pimentel Armuelles",17918,"1991-05-30",185,"Midfielder","Panama",361511,"right","V. Pimentel",17929,1991,5
"Northern Ireland",82,"Josh",NA,"Magennis",1615,"1990-08-15",188,"Forward","Northern Ireland",62235,"right","J. Magennis",10962,1990,8
"Egypt",74,"Mahmoud",NA,"Hamdy",16054,"1995-06-01",188,"Defender","Egypt",296484,"right","Mahmoud Hamdy",16129,1995,6
"Tunisia",74,"Yassine ",NA,"Meriah",12509,"1993-07-02",188,"Defender","Tunisia",331763,"right","Y. Meriah",16276,1993,7
"Korea Republic",77,"Hyun-Soo",NA,"Jang",12806,"1991-09-28",187,"Defender","Korea Republic",138633,"right","Hyun-Soo Jang",14855,1991,9
"Poland",66,"Jacek",NA,"G\u00f3ralski",9311,"1992-09-21",172,"Midfielder","Poland",100140,"right","J. G\u00f3ralski",13869,1992,9
"Croatia",84,"Matthew",NA,"Jurman",16469,"1989-12-08",192,"Defender","Australia",61554,"left","M. Jurman",8493,1989,12
"Iran",80,"Morteza",NA,"Pouraliganji",5100,"1992-04-19",185,"Defender","Iran",79449,"right","M. Pouraliganji",10840,1992,4
"Iran",70,"Mehdi",NA,"Torabi",10771,"1994-09-10",185,"Midfielder","Iran",264476,"right","M. Torabi",10840,1994,9
"Croatia",77,"Filip",NA,"Bradari\u0107",3173,"1992-01-11",185,"Midfielder","Croatia",231713,"right","F. Bradari\u0107",9598,1992,1
"Belgium",84,"Christian",NA,"Kabasele",1644,"1991-02-24",187,"Defender","Congo DR",68085,"right","C. Kabasele",5629,1991,2
"Iceland",89,"Ei\u00f0ur Sm\u00e1ri",NA,"Gu\u00f0johnsen",NA,"1978-09-15",185,"Forward","Iceland",92982,"right","E. Gu\u00f0johnsen",NA,1978,9
"Costa Rica",97,"Kendall Jamaal",NA,"Waston Manley",15015,"1988-01-01",196,"Defender","Costa Rica",125575,"right","K. Waston",16871,1988,1
"Portugal",70,"Edimilson",NA,"Fernandes",3176,"1996-04-15",190,"Midfielder","Switzerland",265318,"right","E. Fernandes",6697,1996,4
"Panama",80,"Abdiel",NA,"Arroyo Molinar",9634,"1993-12-13",187,"Forward","Panama",131602,"right","A. Arroyo",17929,1993,12
